Mean,Color,Period,Period_fit,Amplitude,Std,Autocorrelatio_ length,Beyond1Std,FluxPercentileRatioMid20,Meanvariance,MedianAbsDev,Rcs,Skew,SmallKurtosis
-3.318117188,-0.050026098,0.99719214,0.18834879,1.0585,0.499494907,0.137303,0.251953125,0.099756691,-0.150535644,0.2505,0.085741583,-0.78198749,2.74704008
-5.077222121,-0.219414366,0.220533846,0.618741863,0.2535,0.122814537,0.128322,0.18190128,0.106666667,-0.024189317,0.053,0.042502786,0.355622532,7.172650818
-4.553580413,-0.082323877,0.051980432,0.659331597,0.4115,0.191162343,0.127303,0.208445642,0.098360656,-0.041980667,0.083,0.055850324,-0.913657888,4.306632685
-3.758503073,-0.100077734,0.065794231,0.883974684,0.662,0.32268882,0.109699,0.211589113,0.1,-0.085855675,0.144,0.053771302,-0.102947038,5.677330527
-3.17057156,-0.20479648,0.054104734,0.553617656,1.05375,0.491535658,0.114213,0.24099723,0.091645885,-0.155030615,0.232,0.037368714,-0.546307478,3.634609966
-5.474673259,0.184677852,0.059397652,0.841121878,0.217,0.102310126,0.116469,0.214101462,0.118971061,-0.018687896,0.049,0.035146344,0.28398548,4.878971081
-5.344416497,0.386682249,0.077655507,0.056278077,0.219,0.104214415,0.133437,0.193482688,0.103773585,-0.019499681,0.046,0.056587485,0.764668985,5.524756457
-3.468341916,0.133251556,0.082149045,0.29509346,0.9665,0.458088637,0.135474,0.237899073,0.1108742,-0.132077127,0.204,0.052101059,-0.017333799,4.978865422
-3.733346275,0.53545463,0.997136637,1.49E-30,1.5405,0.886501014,0.115567,0.308499475,0.270447531,-0.237454806,0.497,0.126263917,0.60765968,-0.50275402
-6.118432784,0.429398594,0.106313239,0.3963411,0.1445,0.065189583,0.109664,0.190806592,0.099009901,-0.010654621,0.027,0.039426902,-0.029017755,7.481033432
-4.073751351,-0.090105841,0.237257641,0.022127761,0.6355,0.314088714,0.123091,0.193693694,0.098484848,-0.07710061,0.131,0.031560255,-0.293724068,7.261209086
-8.023878472,-0.362821285,0.997314698,1.41E-60,0.0445,0.020621864,0.123114,0.274305556,0.119402985,-0.002570062,0.012,0.17318208,0.301649341,0.965729291
-5.152350488,-0.178503853,5409.767362,0.598586127,0.247,0.115413836,0.124121,0.184560781,0.100609756,-0.02240023,0.046,0.070700378,0.028148184,8.970352891
-4.115282531,-0.028134564,0.500155727,0.045965452,0.75375,0.346887915,0.124121,0.229946524,0.108205591,-0.084292612,0.171,0.050124881,-0.835719934,3.149573511
-3.512258272,0.361159661,0.051681019,0.365908152,0.895,0.409251948,0.11765,0.225183824,0.112156863,-0.116521029,0.1925,0.053562749,-0.416814577,4.560096074
-4.305338261,0.203507554,0.065883383,0.170144567,0.4615,0.228809667,0.116261,0.206956522,0.121879589,-0.053145573,0.116,0.037053278,-0.891715758,4.979961148
-4.5174082,0.250938408,371.2961159,4.84E-06,0.689,0.297955405,0.107557,0.181818182,0.078663793,-0.065957158,0.0995,0.067312205,-1.110455442,7.207621247
-3.460159925,0.459645464,0.332737666,4.48E-05,0.987,0.476316409,0.109664,0.233301976,0.096330275,-0.137657339,0.227,0.059465023,-0.050530377,3.084640025
-5.221661318,0.412955949,0.14800633,0.18119818,0.257,0.124696365,0.109699,0.190033784,0.122222222,-0.023880592,0.057,0.03796913,0.034283718,6.276169719
-3.253633175,0.170877159,0.142662787,0.598678469,1.0645,0.482870321,0.124121,0.227488152,0.090500642,-0.148409576,0.217,0.046542701,-0.5286649,3.979453048
-3.955858813,0.350519904,0.111833769,0.027972882,0.599,0.278297582,0.125717,0.212230216,0.103291714,-0.070350737,0.1195,0.032799653,0.226238435,4.115759521
-4.775159051,0.397245427,0.068889835,0.827665473,0.31725,0.153035324,0.11765,0.196836555,0.091489362,-0.032048215,0.064,0.043580831,-0.721241984,8.122778236
-5.864050463,-0.498989296,0.499330236,0.109421267,0.169,0.084447091,0.106701,0.195121951,0.116935484,-0.014400812,0.04,0.07232149,0.656963725,7.124759172
-5.863778738,0.336999542,0.50017104,0.136762612,0.1425,0.070864603,0.115613,0.1633535,0.097938144,-0.012085143,0.028,0.046482579,-0.966957665,14.12677426
-3.432696,-0.016074254,0.997200037,0.052048946,0.94725,0.436776979,0.115613,0.230222222,0.110325318,-0.127240216,0.219,0.037726091,-0.696988681,3.317701732
-2.941063317,0.083271094,29.4892222,0.012327077,1.2695,0.581245821,0.126007,0.247236181,0.10403397,-0.197631183,0.273,0.049277535,-0.822483314,3.7460077
-3.919295993,-0.007618974,0.117539348,0.494576265,0.6755,0.303628627,0.124121,0.196721311,0.090425532,-0.077470196,0.132,0.045026515,-0.562265127,5.036023828
-3.990600877,0.185470234,0.148665495,0.171780257,0.5775,0.273911923,0.115567,0.221929825,0.112960761,-0.068639268,0.13,0.035342136,-0.712304188,5.243183861
-3.591997121,-0.252198845,0.997014932,0.000382597,1.1285,0.589549061,0.123681,0.286948177,0.193194292,-0.164128489,0.3825,0.104546077,0.202900501,1.297758845
-5.033449824,-0.47088613,0.096761378,0.866793929,0.28875,0.128434326,0.123739,0.183098592,0.105691057,-0.025516163,0.053,0.048724484,-0.702035534,6.277194577
-4.323469317,-0.344535167,0.208362604,0.847977354,0.62,0.256132529,0.107118,0.176318064,0.089473684,-0.059242361,0.092,0.037427129,0.004375812,7.313163231
-3.360396872,-0.037243399,1.000124218,0.005338143,1.1805,0.561049205,0.123739,0.262952102,0.099736148,-0.166959209,0.295,0.055417411,-0.712021854,2.132361266
-4.804272806,-0.18119452,0.047684848,0.232602489,0.4285,0.218370858,0.107118,0.150304083,0.08650519,-0.045453468,0.073,0.032370629,-1.781578637,13.26791901
-3.939089206,0.435838067,0.249927779,0.214525245,0.709,0.319786312,0.125683,0.210526316,0.098690836,-0.081182805,0.143,0.049115524,-0.922693044,4.65996714
-5.359073542,0.304360931,0.23925821,0.955110061,0.2345,0.107828652,0.107118,0.194420964,0.090625,-0.020120764,0.046,0.039289802,0.691199657,5.700916846
-4.150169708,-0.089079985,0.328073463,0.005774948,0.5785,0.27267062,0.125717,0.201642336,0.098016336,-0.065701077,0.118,0.032418055,-1.006472744,5.83863726
-4.73497119,-0.132779007,0.331869806,0.031484221,0.738,0.34382934,0.107118,0.200743494,0.077299413,-0.072614875,0.1075,0.051802027,-1.157574492,8.644797102
-4.757249332,0.51828481,0.054474821,0.116059729,0.36725,0.170305028,0.124121,0.237756011,0.12267658,-0.035799054,0.086,0.057491721,0.542414835,2.371125429
-4.836496014,0.368375587,0.072077184,0.68690069,0.31975,0.162130944,0.125683,0.169176262,0.092970522,-0.033522398,0.06,0.030147744,-1.284354285,13.31876182
-10.831445,-0.273182724,0.997197502,6.62E-37,0.05175,0.027009856,0.205834,0.17369727,0.116883117,-0.002493652,0.013,0.088943525,1.466663635,8.366695755
-5.190828179,0.331710735,0.149056404,0.645216087,0.217,0.108422204,0.109699,0.212199313,0.105740181,-0.020887265,0.05,0.070696492,-0.669244521,4.904593204
-3.719826631,-0.168297949,0.085444713,0.016767747,0.7235,0.329331055,0.116261,0.231456658,0.105263158,-0.08853398,0.157,0.035514973,-0.406476155,3.321297478
-5.366603189,0.287758991,0.997155845,0.001729471,0.21375,0.111762648,0.125683,0.210806023,0.113496933,-0.020825584,0.054,0.082957503,-0.300316792,9.585886281
-3.817401818,0.201763584,0.997319252,6.90E-12,0.9385,0.416125259,0.123739,0.238181818,0.091776799,-0.109007456,0.1905,0.055057433,-0.339863369,3.213003616
-5.958995708,0.613345366,0.997258373,2.03E-18,0.1235,0.059767525,0.107557,0.192274678,0.129411765,-0.010029798,0.029,0.085288121,-0.247502915,7.095968468
-4.993963528,0.464736327,0.219867424,0.263117834,0.3185,0.147442947,0.104271,0.189991518,0.091722595,-0.029524234,0.059,0.049683262,-0.120564228,6.513946977
-6.270484848,-0.549173864,0.997136637,4.81E-12,0.1445,0.069208091,0.105151,0.255050505,0.140909091,-0.01103712,0.04,0.075862974,0.182337591,2.646361532
-5.321125448,-0.409535782,0.142869863,0.049675626,0.2295,0.104766546,0.123739,0.189964158,0.09556314,-0.019688795,0.04,0.034185833,0.917027572,7.620606529
-3.883330681,0.377199081,0.336534899,0.438913037,0.67475,0.306221316,0.115567,0.218390805,0.108870968,-0.078855328,0.138,0.037767226,-0.537119411,4.736155331
-3.245936389,0.090302955,0.490518711,0.920447013,0.963,0.457443972,0.128577,0.246024322,0.104124408,-0.1409282,0.22,0.035518972,-0.320763531,3.428241228
-3.482346049,0.495638936,0.067954017,0.231988167,1.003,0.432830037,0.115567,0.224341508,0.097031137,-0.124292655,0.196,0.049164882,-0.138512435,3.437746463
-3.785403727,-0.208096269,0.087823412,0.166917162,0.745,0.345206841,0.115613,0.231588287,0.098591549,-0.091194194,0.152,0.032280285,-0.385165954,5.113692665
-5.07804271,0.461637962,0.515690702,0.01728502,0.235,0.103908435,0.123091,0.197349043,0.101851852,-0.0204623,0.05,0.03041904,-0.503570456,4.936097654
-3.745981432,0.076241782,363.0450911,5.29E-06,0.77625,0.358722693,0.107557,0.213969938,0.095319149,-0.095762005,0.161,0.055677304,-0.961186803,5.246129114
-3.611346602,-0.013308489,0.191232589,0.485393821,0.7865,0.374447626,0.128577,0.224271845,0.107809847,-0.103686427,0.175,0.035426669,-0.203949104,4.574615105
-3.306336634,0.133613593,14.77127405,0.002954771,1.009,0.460302519,0.105151,0.225022502,0.10391363,-0.139218286,0.206,0.040615008,-0.854116127,3.601304917
-3.687073298,-0.236745944,0.379790931,0.037638301,0.738,0.349643361,0.106701,0.232111693,0.111011638,-0.094829512,0.1735,0.048337038,-0.705565131,3.458712522
-4.179910474,0.232305151,0.051401657,0.319384527,0.5495,0.256668451,0.125683,0.205908684,0.101935484,-0.061405251,0.115,0.03538982,-0.654019306,4.742399369
-5.657622466,0.204761819,0.082765481,0.387926713,0.148,0.072981603,0.107557,0.223817568,0.123809524,-0.012899695,0.034,0.049487606,-0.637260163,6.855953958
-3.552757496,0.169230705,355.154058,0.000103348,1.00075,0.489894163,0.107118,0.250440917,0.124535316,-0.137891248,0.268,0.064866268,-0.852630175,2.536819258
-3.873378105,-0.199252089,0.074990551,0.223082588,0.8225,0.368335988,0.132384,0.23275069,0.114208633,-0.09509425,0.175,0.043828432,-0.847497213,4.957450434
-5.040812718,-0.262485911,0.049679425,0.34871159,0.3365,0.169172553,0.121389,0.231707317,0.127340824,-0.033560571,0.094,0.080850633,-0.633067226,2.687798018
-6.140848404,-0.398434723,0.047312975,0.288173132,0.126,0.071924995,0.125717,0.143617021,0.111731844,-0.01171255,0.0275,0.073005294,-2.872263831,30.09190706
-3.543163732,0.263833326,0.075680209,0.225087494,0.919,0.415674108,0.109699,0.220070423,0.092352092,-0.117317217,0.1895,0.049510485,-0.900166711,4.14175078
-5.218083838,-0.329922051,0.151770754,0.418149749,0.258,0.110668985,0.126007,0.171717172,0.104575163,-0.02120874,0.047,0.034306206,-0.577153463,6.659205766
-4.519799127,-0.097064494,0.996899154,2.89E-08,0.509,0.250912827,0.11765,0.224454148,0.141581633,-0.055514155,0.152,0.105754488,0.357270337,1.733415585
-7.142589539,-0.455708319,0.997218059,5.69E-27,0.067,0.037230699,0.125717,0.209219858,0.118181818,-0.005212493,0.018,0.16301582,4.096718924,64.18405767
-4.264159007,-0.047367072,0.99728028,4.72E-17,0.6575,0.303558051,0.127303,0.260110294,0.120456906,-0.071188258,0.149,0.065950043,-0.208926258,2.614555248
-4.839083936,0.002122386,0.507260802,1.61E-78,0.7175,0.405383128,0.123114,0.448625181,0.17551963,-0.0837727,0.244,0.056298102,-0.681414351,-0.303808151
-5.604187032,-0.372495918,0.80335792,0.408374508,0.2095,0.098493274,0.105151,0.180382377,0.118705036,-0.017574944,0.046,0.048461119,-0.51385769,6.037963186
-5.663257627,-0.261752547,0.398590507,0.205904791,0.1755,0.082302839,0.109664,0.188983051,0.110638298,-0.014532773,0.0345,0.032568392,0.31868696,11.01453805
-5.150503198,-0.006991268,0.333230029,0.54120642,0.2105,0.107758805,0.11765,0.18336887,0.101910828,-0.020921996,0.045,0.051474061,0.843775648,9.076602122
-3.530661376,-0.225064132,0.176063915,0.917497799,0.92075,0.41378002,0.114213,0.21957672,0.096848578,-0.117196178,0.191,0.041373186,-0.584882751,3.717308537
-4.949556118,0.397599179,0.062266426,0.660446905,0.371,0.163439798,0.106054,0.172995781,0.08086785,-0.033021102,0.06,0.04400759,-0.727004681,6.584304584
-3.586582633,0.213648261,0.997253416,8.10E-10,0.926,0.429386711,0.128577,0.240896359,0.096938776,-0.119720289,0.208,0.065084691,-0.371521798,3.085728317
-4.778258723,0.083734051,0.453844498,0.27484469,0.36175,0.175259446,0.106701,0.221276596,0.113970588,-0.036678518,0.08,0.038647584,-0.907950436,4.252642396
-3.755633147,-0.020608435,0.055208112,0.659521151,0.743,0.36468767,0.128322,0.234636872,0.109430605,-0.097104178,0.158,0.043165559,-0.096119508,5.697309837
-5.125540444,0.30152392,0.123109674,0.638039276,0.25775,0.117466899,0.128009,0.195555556,0.11299435,-0.022917954,0.054,0.044438061,-0.908874007,5.839780061
-3.231443378,0.078167271,1.336310066,0.607703559,0.99225,0.471165569,0.125683,0.238963532,0.109150327,-0.145806537,0.243,0.051898236,-0.025759397,2.196509096
-3.920046573,0.332049637,0.078463336,0.231334504,0.7245,0.322526868,0.109699,0.229349736,0.109575518,-0.082276285,0.155,0.031054371,-0.36213059,3.980498403
-5.19515913,-0.45081839,0.399700796,0.223032118,0.3685,0.17587364,0.109699,0.176521739,0.098712446,-0.033853369,0.063,0.047521272,-1.055456623,10.94702763
-3.712715173,-0.09852333,355.0261293,0.390506904,0.77225,0.35365073,0.115613,0.230700976,0.103448276,-0.095253935,0.165,0.043434761,-0.221466147,3.152748366
-3.520262295,-0.101612843,0.997136637,0.004774394,0.93625,0.422124027,0.123739,0.229508197,0.102831595,-0.119912663,0.197,0.05979785,-0.709457633,4.542585355
-2.985986421,0.106850118,29.54244237,0.000257702,1.2885,0.600690448,0.128009,0.250242483,0.102882704,-0.201169853,0.281,0.032280029,-0.592819617,2.790982272
-5.732331351,-0.250482156,0.401136511,0.073293353,0.3005,0.14216778,0.106701,0.203058624,0.097222222,-0.02480104,0.058,0.064058886,0.091850291,5.879167792
-3.611401152,-0.075073195,0.120018104,0.714568231,0.689,0.329418679,0.125683,0.22840691,0.117073171,-0.091216308,0.1615,0.042434221,-0.251913066,4.386196288
-5.070878711,0.361260858,0.075324297,0.944466191,0.25475,0.131595622,0.107557,0.185750636,0.102631579,-0.025951246,0.059,0.043651982,-1.369381219,7.771732075
-4.510744406,-0.158054598,0.04900261,0.070891181,0.4165,0.19686105,0.109699,0.197934596,0.093596059,-0.043642697,0.0835,0.031382803,-0.156293385,6.624619065
-3.291877041,-0.424901305,0.10873269,0.431012398,1.033,0.472297113,0.128009,0.239193084,0.110429448,-0.143473498,0.223,0.064926569,-0.568186625,3.913889853
-5.3066844,-0.242541311,0.818780341,0.215133634,0.2335,0.10521182,0.127303,0.215509468,0.12745098,-0.019826282,0.05,0.066110904,-0.594946248,4.903626528
-6.081617075,-0.42367699,0.057170856,0.023472593,0.099,0.051315752,0.107118,0.196111581,0.108843537,-0.008437847,0.024,0.053548082,-0.208929916,7.784868495
-3.456245266,0.063280183,0.049949512,0.528909591,0.8955,0.407377953,0.115613,0.241659152,0.105428796,-0.1178672,0.182,0.03138625,-0.513954163,4.426780665
-4.315793358,-0.027770802,0.172155828,0.37891021,0.4895,0.217834092,0.123091,0.236162362,0.119081779,-0.050473708,0.1085,0.065120642,0.115430248,2.121891109
-4.833991394,-0.100891103,355.154058,0.000360952,0.31625,0.15349562,0.114213,0.183304647,0.109131403,-0.031753391,0.066,0.057876398,-1.28477415,7.239577168
-3.512588659,-0.026819777,0.110117124,0.416902559,0.853,0.392239155,0.106701,0.218721872,0.107859532,-0.111666692,0.181,0.033505343,-0.786276062,4.487012196
-5.117165468,-0.055733035,0.079503569,0.187263574,0.2565,0.116552081,0.126007,0.173860911,0.091445428,-0.022776688,0.047,0.045571684,0.1321629,6.695202645
-3.381557885,0.060589705,0.062695832,0.013603921,0.85875,0.41068044,0.116261,0.243391067,0.119651347,-0.121447112,0.205,0.030648651,-0.085718003,3.017772329
-5.542249577,-0.215552171,0.429842637,0.362044604,0.175,0.081206393,0.109664,0.184433164,0.103585657,-0.014652244,0.035,0.04082911,-0.390543358,5.518799786
-3.877364829,-0.059561284,0.090644442,0.766448969,0.7355,0.333944299,0.116261,0.21872266,0.097737557,-0.086126613,0.141,0.041204476,-0.352642391,4.097732955
-3.922067544,-0.342534003,355.154058,0.000122034,0.754,0.379380774,0.121389,0.223684211,0.131509267,-0.096729791,0.188,0.042030966,-1.098988677,4.397443409
-3.373787619,0.071943084,0.135736763,0.338570312,0.9385,0.426196196,0.125683,0.220952381,0.114950635,-0.126325734,0.205,0.045977818,-0.48248073,2.944974144
-3.940667269,-0.334217431,1.660104326,0.60479444,0.7405,0.345406925,0.124121,0.251356239,0.105263158,-0.087651888,0.177,0.043715342,-0.58104827,3.075309259
-3.120105422,-0.000185555,0.249491113,0.849843289,1.1155,0.495211938,0.128322,0.263052209,0.129331683,-0.158716412,0.2735,0.047685326,-0.034038554,1.43278319
-3.946736793,-0.251557436,0.06497348,0.787993184,0.6285,0.292789782,0.125717,0.21686747,0.111612176,-0.074185282,0.125,0.038072346,-0.219156905,5.780697874
-3.986129121,0.063420415,0.54178942,0.595043427,0.587,0.28026149,0.125717,0.236263736,0.107709751,-0.070309185,0.126,0.052023195,-0.084929633,3.833486551
-2.967706191,-0.243760471,1.03507012,0.329778567,1.2015,0.565274027,0.143483,0.249737671,0.101141079,-0.190475064,0.281,0.039908402,-0.142122575,2.577065003
-3.544418048,-0.328272353,0.321588834,0.812355775,0.83575,0.374598929,0.126007,0.218232044,0.08985025,-0.105687005,0.166,0.039821301,-0.505793075,4.539942821
-4.590721071,0.394868215,355.1528065,0.053367281,0.4235,0.207436123,0.116261,0.18566494,0.108877722,-0.045185957,0.088,0.035798991,0.092845362,7.470391681
-4.100511749,-0.344109347,0.304437491,0.502285157,0.612,0.271830354,0.107557,0.196692776,0.106304079,-0.066291812,0.11,0.029849118,-0.02051963,5.99800888
-2.909963303,0.425973033,29.5426522,0.003046024,1.3675,0.636954178,0.124121,0.278287462,0.114135626,-0.218887357,0.352,0.041890137,-0.141708823,1.46127828
-3.40082902,0.384470059,1.238972142,0.69763359,1.02625,0.456334594,0.128009,0.226432532,0.094289509,-0.134183339,0.2105,0.064906451,-0.971529869,3.662425664
-4.248028777,-0.343017468,0.200895647,0.929907584,0.495,0.243850027,0.123114,0.186151079,0.113636364,-0.057403101,0.1035,0.040610605,-0.760569822,7.140584007
-6.941895572,0.533578112,355.154058,5.83E-26,0.0875,0.047341716,0.102917,0.227234754,0.139705882,-0.00681971,0.027,0.09214774,0.239519368,5.828283934
-3.192354953,0.012276992,3.37103229,0.519453592,1.1,0.483656343,0.143483,0.242924528,0.10741206,-0.151504563,0.218,0.047517474,-0.218728501,2.630662502
-4.011166186,-0.126527822,368.8477747,0.122126691,0.61575,0.299750864,0.125717,0.239193084,0.103521878,-0.074729106,0.141,0.054015759,-0.765283432,3.135633949
-4.763371041,-0.357627964,0.997253416,4.17E-06,0.3465,0.165357394,0.123114,0.219909502,0.142307692,-0.034714364,0.086,0.064591847,-0.51362117,4.716535155
-4.741342857,0.386684634,0.090668012,0.819642067,0.417,0.19094772,0.246182,0.193650794,0.120503597,-0.04027292,0.086,0.101270492,-0.679272156,5.62328687
-3.862442202,0.310994,0.997254859,2.40E-11,1.04825,0.49279555,0.127303,0.244036697,0.098743268,-0.127586518,0.2405,0.065032059,-0.598900349,1.980668388
-5.89332025,0.49464577,0.166634463,0.780610438,0.13625,0.070821017,0.127303,0.152542373,0.094444444,-0.012017168,0.027,0.050556149,-2.963439868,49.02598839
-4.655608875,0.18712272,0.997258373,2.71E-33,1.7275,0.775730588,0.116469,0.399380805,0.072607261,-0.1666228,0.34,0.092295196,-0.742583827,2.150967092
-4.228635264,0.076938649,0.054124978,0.673553681,0.5435,0.260371671,0.109664,0.21434745,0.096577017,-0.061573452,0.112,0.039597425,-0.75981945,6.220170059
-5.141213242,0.416135107,0.079008824,0.882803826,0.2875,0.139879444,0.123091,0.153912296,0.111716621,-0.027207478,0.052,0.038884245,-0.34799254,10.358147
-4.141767703,-0.206668901,0.311759472,0.906365356,0.574,0.255030379,0.109699,0.201208981,0.084134615,-0.061575249,0.106,0.064983291,0.066379856,5.506270993
-3.88613881,0.000819243,0.142523238,0.906016726,0.602,0.296058729,0.132384,0.227573182,0.102564103,-0.076183261,0.136,0.056993589,-0.188306419,3.884957647
-4.732087671,-0.921079324,0.079323265,0.906966527,0.35375,0.162258944,0.126007,0.208219178,0.097560976,-0.034289082,0.0735,0.047934404,-0.574712513,5.616103029
-4.361207985,0.200574471,0.051430317,0.165185904,0.431,0.203941563,0.127303,0.190343547,0.108239095,-0.046762632,0.085,0.068766862,-0.983533092,9.285466275
-4.718418395,-0.342284189,0.073904209,0.083905353,0.3485,0.169480918,0.125717,0.177637511,0.091295117,-0.03591901,0.066,0.025471758,-1.776637653,12.45940938
-4.521417484,-0.431235666,371.2961159,0.364751578,0.66525,0.307554929,0.127303,0.22925959,0.110119048,-0.068021794,0.144,0.054141619,0.047881154,3.380157713
-5.415759825,-0.437457603,0.123949304,0.995517087,0.17325,0.085525675,0.115567,0.222707424,0.101503759,-0.015791999,0.0425,0.039864868,-0.641327246,4.813899009
-4.60180724,0.381776801,1.000213457,0.069686843,0.3955,0.194916179,0.128322,0.195475113,0.108499096,-0.042356441,0.082,0.070886068,0.182155184,5.998757146
-3.172498592,0.272501408,355.154058,2.33E-07,1.077,0.51488947,0.128322,0.253521127,0.126856436,-0.162297777,0.271,0.063660212,-0.931838899,3.957343577
-5.130435875,-0.228534974,0.249729117,0.435763298,0.327,0.155431874,0.123114,0.189774697,0.101479915,-0.030296037,0.066,0.044495103,-0.615962946,6.924485267
-6.211392825,0.645315309,3995.852761,0.000162479,0.105,0.051323523,0.126007,0.185650224,0.113333333,-0.008262804,0.023,0.10068614,-0.176082346,10.01587089
-3.90391674,-0.034323182,0.086881836,0.300774561,0.70525,0.327646586,0.114213,0.21789194,0.094581281,-0.083927657,0.147,0.037289294,-0.243088959,4.205933741
-4.809515047,0.280604661,0.059512557,0.012673596,0.311,0.149466683,0.115613,0.190885641,0.096196868,-0.031077288,0.062,0.048214934,0.137139419,6.870396466
-4.850411297,0.441324917,0.997193988,7.82E-06,0.581,0.275199663,0.115613,0.222418358,0.085227273,-0.056737387,0.111,0.072692163,-0.642771984,4.94090406
-4.082432269,-0.1169159,0.134320113,0.315586407,0.648,0.296030078,0.109664,0.228645384,0.10311493,-0.072513163,0.131,0.036559623,-0.726715269,4.726518605
-3.706070547,-0.212944247,363.0463704,0.312910716,0.71725,0.358911617,0.109699,0.227513228,0.126548673,-0.096844249,0.1765,0.06389102,-0.620054854,3.705644798
-4.919511111,-0.292807461,0.054345884,0.799956719,0.373,0.170794244,0.109664,0.18034188,0.088,-0.034717727,0.0605,0.038856838,-0.376757786,7.808737868
-5.336298791,0.35123708,0.202516786,0.808464622,0.2055,0.094009437,0.115613,0.189982729,0.101398601,-0.017616974,0.04,0.034722136,-0.485335779,7.471061529
-5.76457155,0.469369711,347.5963638,3.19E-06,0.152,0.074930389,0.107118,0.157493649,0.100502513,-0.012998432,0.03,0.052471752,-0.832885141,15.41816051
-6.26748279,0.530490137,2283.344435,0.086469079,0.105,0.056399838,0.125683,0.156702899,0.1,-0.008998802,0.023,0.097647991,-2.567002754,40.72682386
-3.304606699,0.062973844,0.096760801,0.365460168,0.95425,0.444541288,0.125683,0.243062201,0.103848947,-0.134521693,0.22,0.046121231,-0.339924879,3.441747502
-3.045301383,0.133788939,0.165496926,0.309865051,1.10775,0.515540952,0.125717,0.248023715,0.120527307,-0.169290618,0.2515,0.044816254,-0.492968164,3.712958704
-5.072398717,0.586218697,0.06284393,0.317005038,0.779,0.383539332,0.135474,0.272227314,0.125519534,-0.075613009,0.238,0.042095537,0.286075959,1.16987563
-7.578414201,-0.464275873,0.997258373,7.05E-42,0.0425,0.022144401,0.107118,0.240067625,0.144927536,-0.002922036,0.013,0.117356461,1.064656086,2.920609727
-5.560739389,-0.309414602,0.39722541,0.415704142,0.192,0.094269972,0.106458,0.193548387,0.115671642,-0.016952777,0.044,0.042604943,0.276112905,6.902627731
-4.874541246,0.414497828,0.075858725,0.94246158,0.417,0.196869295,0.106701,0.202861953,0.089430894,-0.040387246,0.079,0.044526258,-0.420736981,5.377645449
-3.8095153,0.07764251,0.115597436,0.875267056,0.6125,0.289210101,0.124121,0.243574051,0.096216216,-0.075917821,0.14,0.029980503,-0.115007815,3.308758422
-3.020867677,0.160629844,0.059236347,0.12074989,1.1025,0.524592022,0.116261,0.235353535,0.11027278,-0.173656074,0.2505,0.046954651,0.27135517,2.289210166
-3.048819915,-0.151110404,0.136823187,0.670504628,1.2975,0.59385412,0.128577,0.294491525,0.101604278,-0.194781632,0.289,0.034156951,-0.326787037,2.394539712
-4.493294719,0.326001258,0.083210685,0.783430177,0.5155,0.228913972,0.107557,0.169505963,0.094656489,-0.050945684,0.0835,0.029972327,-0.987235704,7.838644472
-4.718299567,0.371772182,0.2921239,0.053675359,0.366,0.168688197,0.109664,0.201731602,0.094339623,-0.035751905,0.069,0.030179154,-0.291854552,6.175172061
-3.522513787,-0.729511928,0.070614069,0.696888535,0.8865,0.398878759,0.128009,0.231617647,0.095605243,-0.113236962,0.188,0.052155993,-0.314986464,2.863314086
-5.71402027,0.441813063,0.997197502,1.40E-07,0.213,0.100418363,0.106458,0.188344595,0.096885813,-0.01757403,0.042,0.064833081,-1.033891449,9.332076375
-3.829188431,-0.537065165,0.849562489,0.639470064,0.73,0.32829419,0.107118,0.226117441,0.09972041,-0.085734666,0.152,0.063319883,-0.267377654,3.186909291
-4.931019651,-0.384081325,1.947594154,0.209573302,0.28825,0.122988078,0.117778,0.181222707,0.105978261,-0.024941713,0.0495,0.063710054,-0.034158701,7.919809408
-3.667451413,0.351327673,0.139965294,0.395087135,0.77675,0.363558748,0.11765,0.223498233,0.11637931,-0.09913117,0.179,0.025408116,-0.062956124,3.355962027
-4.47514601,-0.608848075,0.24617022,0.202564723,0.43325,0.214394823,0.107118,0.198641766,0.103915663,-0.047907894,0.093,0.033123199,-0.869831113,6.493633029
-2.844971154,-0.242312533,0.073759596,0.372341132,1.287,0.604949131,0.117778,0.259615385,0.119559518,-0.212638054,0.3145,0.050725862,-0.414871533,2.496756903
-5.058526225,0.459658906,0.30330025,0.027609867,0.27075,0.123027942,0.109664,0.201203783,0.089709763,-0.024320906,0.048,0.036595437,-0.340712208,6.175850059
-4.702379032,-0.213247411,0.105772524,0.959626779,0.3355,0.159582084,0.124121,0.187275986,0.102844639,-0.033936457,0.068,0.043006108,-0.206858767,8.06998578
-4.816617778,0.404660539,1.028202705,0.952719947,0.4915,0.227985005,0.127303,0.219555556,0.105782793,-0.047333007,0.107,0.063760919,-0.430130286,4.789413848
-3.127051308,0.010242523,0.068435904,0.895543419,1.32,0.58627892,0.123091,0.216297787,0.095844875,-0.187486185,0.257,0.05769952,-1.018116643,5.454259357
-5.609719461,0.231626638,0.997258373,0.002594935,0.1785,0.085589376,0.106701,0.172704297,0.1125,-0.015257336,0.037,0.051283403,-1.067111047,11.6010473
-4.077366989,-0.15947878,0.292774084,0.176313403,0.57975,0.268484804,0.121389,0.220368745,0.120245399,-0.065847594,0.127,0.038263044,-0.491158841,4.586843969
-5.327832611,0.337281719,0.305559217,0.502117845,0.2445,0.114999426,0.123114,0.176062446,0.102102102,-0.021584654,0.047,0.045281093,-0.409925793,9.839509603
