Mean,Color,Period,Period_fit,Amplitude,Std,Autocorrelatio_ length,Beyond1Std,FluxPercentileRatioMid20,Meanvariance,MedianAbsDev,Rcs,Skew,SmallKurtosis
-6.199212121,1.495784219,4081.259235,6.96E-69,0.63325,0.335363076,0.581112,0.328741965,0.183333333,-0.054097693,0.24,0.268352666,0.334216821,-0.432805411
-6.346641593,2.296071759,368.5723579,9.55E-70,0.549,0.272518774,5.600132,0.335176991,0.158071749,-0.042939052,0.1855,0.223979555,-0.068668851,-0.206446425
-6.784838966,2.251470669,453.4732483,2.98E-122,0.5985,0.316146879,1.44507,0.336978131,0.153631285,-0.046596077,0.2125,0.165333251,-0.04527385,-0.454485725
-7.279029767,1.169758344,45.72839479,9.19E-21,0.1365,0.070064509,0.519584,0.321860465,0.144680851,-0.009625529,0.043,0.100154223,0.225575472,0.022015127
-6.405358466,2.134697328,325.804893,9.65E-102,0.9755,0.510231183,6.594992,0.335978836,0.224424552,-0.079656929,0.3825,0.191427191,0.390347335,-0.652766194
-7.367008065,1.374780328,177.5130646,2.71E-203,1.1105,0.64029084,2.522272,0.344086022,0.203676105,-0.086913281,0.556,0.144816817,0.127230935,-1.089983506
-7.14169137,0.836299798,229.9300977,3.39E-95,0.1425,0.070560072,10.713296,0.272983114,0.128755365,-0.009880023,0.042,0.102682867,0.95653029,0.957156611
-7.503410846,1.243708391,155.4765423,7.51E-166,0.7665,0.405022568,24.420448,0.286764706,0.166011015,-0.053978461,0.3175,0.083605645,0.305766084,-0.520837904
-6.652579492,1.743019147,175.5380316,1.70E-124,0.819,0.437401182,31.241024,0.355597366,0.161559889,-0.06574911,0.329,0.15547622,-0.056765245,-0.660323943
-7.421616791,1.777714645,961.0050981,3.80E-96,0.28925,0.151778644,0.308751,0.265170407,0.118951613,-0.020450887,0.09,0.182644717,0.701007415,0.711616388
-7.03049503,1.225979108,405.4584391,3.78E-137,0.39875,0.228324621,67.322376,0.330019881,0.177777778,-0.032476322,0.1825,0.223643563,0.30808081,-0.632062811
-7.602852691,1.010493085,107.4015588,9.06E-102,0.48325,0.24574115,0.48169,0.239848914,0.164765526,-0.03232223,0.157,0.11754395,0.948649912,0.957871358
-8.218846535,1.137465481,44.87188461,1.27E-16,0.09575,0.047786564,2.334864,0.326732673,0.168831169,-0.005814266,0.034,0.123312018,0.191097279,-0.074922836
-6.486011364,1.786454928,199.0858163,5.84E-111,0.6395,0.347558317,20.452656,0.28125,0.171818182,-0.053585832,0.2285,0.145153929,0.620825745,0.625003916
-5.662612789,1.996971706,206.7985654,1.34E-217,2.1375,1.281984508,0.346701,0.404085258,0.249742798,-0.226394521,1.163,0.108940046,0.054611986,-1.189136328
-7.024828352,2.005776911,388.8381416,3.06E-77,0.427,0.208385618,17.531791,0.295473954,0.11627907,-0.029664158,0.103,0.232859836,-0.660567101,1.216660036
-7.093134652,1.704720792,281.4661541,6.75E-212,1.225,0.764892495,33.61974,0.365348399,0.246262093,-0.107835609,0.7005,0.0998153,0.103648565,-1.244347431
-7.023986755,1.165725684,55.54225194,3.50E-66,0.28125,0.14590647,0.407108,0.306527909,0.16255144,-0.0207726,0.098,0.104893769,0.047288675,-0.187776623
-7.850542247,1.352706069,92.59253315,6.97E-38,0.1315,0.068041629,2.61972,0.327762303,0.154185022,-0.008667125,0.048,0.134567177,0.202370835,-0.136136982
-7.638131132,0.883082947,70.36653853,5.93E-37,0.1865,0.093487406,9.710048,0.303773585,0.150159744,-0.012239565,0.06,0.137277245,0.172843626,0.598296662
-6.618815166,1.946456943,121.0323699,5.65E-66,0.61825,0.328615771,1.46279,0.303317536,0.182846371,-0.049648731,0.242,0.186381557,0.194214116,-0.571089331
-6.316270452,2.090937799,286.209978,1.89E-201,1.9725,1.288565167,21.597492,0.366698749,0.293991416,-0.204007282,0.946,0.08205535,0.389123749,-1.294553403
-5.854732261,2.512009792,441.2172146,6.13E-158,0.94025,0.507251489,3.505077,0.344370861,0.202075702,-0.086639571,0.389,0.241385982,0.032623662,-0.819452401
-7.158179796,1.458542479,163.2503694,9.87E-43,0.495,0.238247901,22.67991,0.304911956,0.139110604,-0.033283308,0.161,0.16623131,0.364930705,0.110958445
-7.122206349,1.708469024,151.1577494,4.43E-37,0.3565,0.153785727,33.600792,0.246498599,0.148809524,-0.021592428,0.097,0.227175663,-0.165121957,0.699583418
-6.599132251,1.613645652,579.1851339,1.21E-41,0.321,0.164437694,39.627282,0.286542923,0.100732601,-0.024918078,0.087,0.225570863,0.73784319,1.027390169
-8.799383621,1.774807996,453.807963,1.06E-86,1.10825,0.556993416,39.517698,0.35862069,0.188568376,-0.06329914,0.366,0.197554654,-0.145210492,-0.437686113
-7.250427716,1.523990546,94.43402698,2.67E-119,0.4955,0.263549763,1.472114,0.329341317,0.163313609,-0.036349547,0.198,0.12513306,0.169042949,-0.497349185
-7.023972119,1.175189693,40.71081531,7.17E-34,0.1165,0.060586532,7.30452,0.294609665,0.154639175,-0.008625679,0.039,0.08442892,0.418816841,1.365169292
-6.983944238,1.193740223,43.41765144,2.24E-33,0.0925,0.048626207,1.44507,0.303903346,0.153846154,-0.006962571,0.031,0.101265304,0.475128455,2.177875687
-7.299017872,1.002656607,347.5975887,7.44E-172,0.2215,0.130893241,14.511336,0.314042553,0.182278481,-0.017932994,0.086,0.13890588,0.606415369,-0.684494869
-6.657251601,1.858774567,247.3490445,1.12E-50,0.56325,0.288250485,3.460418,0.364135407,0.19787234,-0.043298722,0.21,0.094369077,-0.003084511,-0.534474425
-7.274730101,1.655653999,291.5185168,6.32E-212,1.1255,0.716998857,33.61974,0.384263495,0.306583373,-0.0985602,0.666,0.146912782,0.045989057,-1.35116363
-6.938736406,1.487599729,179.3960103,5.45E-89,0.398,0.205594363,22.15082,0.329953917,0.141025641,-0.029629943,0.133,0.088459671,0.225048336,0.357129149
-6.387336215,1.862533607,123.6745223,1.39E-63,0.54675,0.270979573,24.359904,0.312199808,0.163802978,-0.042424504,0.181,0.180701374,0.151861602,0.035714432
-7.313464722,1.134618214,466.4296269,1.22E-27,0.1785,0.093934338,9.61262,0.310442145,0.166112957,-0.012844027,0.066,0.112846042,0.335963507,0.102262887
-7.457138434,1.32310772,653.0014776,2.12E-153,0.441,0.234298128,0.41794,0.256830601,0.140921409,-0.031419308,0.151,0.178578915,0.792268408,-0.10047039
-7.440602649,1.032542877,330.9629336,3.78E-82,0.161,0.082744921,2.678324,0.272469253,0.137681159,-0.011120728,0.049,0.129989254,0.810354099,0.294014718
-7.551985809,0.917746717,107.1147101,7.98E-92,0.0705,0.036456773,0.243484,0.318826868,0.161016949,-0.004827442,0.025,0.131115209,-0.267394527,0.4085509
-7.329297059,1.316347544,362.7785987,4.09E-43,0.1295,0.066977674,3.505077,0.320588235,0.152777778,-0.009138349,0.045,0.119028069,0.29843463,0.02523237
-7.543828397,1.444749176,90.76094793,1.43E-77,0.3725,0.187949645,16.497276,0.302264808,0.174551387,-0.024914358,0.1395,0.155995253,0.220926996,-0.357861697
-7.297302045,1.00899768,354.2670833,1.09E-42,0.0835,0.043108931,0.20897,0.316914498,0.15942029,-0.005907516,0.0295,0.146400598,0.040812207,0.095543355
-6.010723569,2.069206596,117.5241853,1.11E-90,0.5855,0.304121103,9.520336,0.334626576,0.14679803,-0.050596421,0.198,0.125100517,-0.07891758,-0.178301569
-6.82355121,1.431955926,398.1716327,2.01E-84,0.33,0.1750869,4.416464,0.317504655,0.16254417,-0.025659205,0.122,0.098843715,0.349917869,-0.14025498
-7.606932075,1.907363833,255.0787022,1.43E-133,0.5805,0.297924495,39.583376,0.359433962,0.16318408,-0.039164869,0.212,0.19801558,-0.335617533,-0.521799171
-7.090644068,1.57804476,192.0592581,4.76E-201,1.562,0.990166096,23.522158,0.321092279,0.229395604,-0.139644028,0.7395,0.084074925,0.507579884,-1.061561322
-7.053895131,1.038671191,379.6520219,1.72E-54,0.0855,0.044102369,10.20036,0.323970037,0.152777778,-0.006252201,0.03,0.128352888,0.157905379,-0.029010212
-6.899844862,1.203336869,388.0068056,8.46E-19,0.126,0.063332055,9.511664,0.29743083,0.148325359,-0.009178765,0.04,0.085074216,0.324881347,0.471864164
-6.887868132,1.411102266,583.0370336,1.65E-134,0.4625,0.261141705,0.407108,0.337912088,0.187886279,-0.037913285,0.2175,0.172131913,0.264226803,-0.79672514
-7.174917669,1.635255058,291.5185168,1.06E-211,0.96075,0.614218758,44.51061,0.353376503,0.286516854,-0.085606384,0.545,0.113435248,0.172476256,-1.328074122
-7.205510778,1.090818479,41.5395342,4.41E-32,0.1,0.052636671,2.191356,0.298031865,0.147058824,-0.007305058,0.034,0.117883123,-0.077968803,1.57995381
-4.941712441,2.569783614,418.3068909,2.83E-94,2.55475,1.365305084,23.1681,0.377934272,0.170397442,-0.276281775,1.043,0.163227539,0.23228723,-0.551973205
-7.688042517,1.215344219,143.3077778,2.43E-213,1.4345,0.84840903,19.726044,0.317176871,0.221627818,-0.110354362,0.6575,0.077702607,0.523711969,-0.796994351
-7.379414179,1.313038044,544.167898,3.28E-112,0.301,0.161666675,0.48169,0.317164179,0.167619048,-0.021907793,0.108,0.121385158,0.28532689,-0.494483166
-8.041517925,1.401988992,87.14591355,1.83E-33,0.1705,0.088686498,7.422516,0.338679245,0.144295302,-0.011028577,0.0635,0.127393565,-0.02488201,-0.348770596
-7.582396157,1.51509237,960.2962906,2.70E-153,0.3135,0.165720069,3.46749,0.247026532,0.115107914,-0.021855897,0.089,0.216207044,0.958296491,0.300137731
-6.34259856,2.216745365,281.5724473,4.31E-127,0.463,0.242512325,27.534592,0.381638164,0.228978008,-0.038235484,0.185,0.13113344,-0.234264111,-0.417803908
-7.554171958,1.143926808,61.8373185,2.00E-132,0.4025,0.214211934,10.747072,0.347442681,0.136947218,-0.028356772,0.1575,0.071259103,0.158307064,-0.503158287
-6.929305466,1.804715223,238.6662071,1.43E-47,0.729,0.449061,6.277641,0.350482315,0.283198826,-0.064806062,0.399,0.205444657,0.139239229,-1.227977705
-5.838054511,1.737202245,0.997443398,1.42E-58,0.3325,0.177716068,0.41794,0.320488722,0.166956522,-0.030440974,0.1275,0.158435601,0.16664454,-0.351429695
-8.196890503,1.266893473,48.36391456,1.50E-30,0.1005,0.048024287,11.779695,0.309497207,0.156862745,-0.005858842,0.03,0.134835623,0.351966028,0.559985151
-7.759668519,1.662012353,119.1608536,1.11E-36,0.27075,0.135486494,4.535982,0.299074074,0.132450331,-0.017460346,0.093,0.175770029,0.455345552,0.105429317
-5.368945946,2.298472166,362.6683225,7.63E-155,1.402,0.78863226,2.40141,0.404473439,0.240748441,-0.146887726,0.649,0.211297761,-0.050546752,-1.005674912
-7.657534517,1.122833524,35.41222764,7.20E-57,0.09975,0.053623241,1.362004,0.34122288,0.172413793,-0.007002677,0.038,0.097293015,0.122993305,-0.293201542
-7.690888699,1.301410947,217.6673611,2.09E-204,0.54825,0.320408616,0.348783,0.340753425,0.238193018,-0.041660805,0.265,0.115626349,0.287625561,-0.941189625
-6.338206796,1.96423168,119.1608536,2.99E-73,0.382,0.196576335,1.564311,0.298058252,0.158850227,-0.031014503,0.1275,0.125473363,0.297638832,-0.023635627
-7.535792329,0.928994603,42.96062353,1.12E-47,0.1025,0.050251081,5.29859,0.284377923,0.136645963,-0.006668321,0.03,0.081154863,-0.083498996,0.968204979
-6.555983871,2.386682796,244.3679085,1.68E-08,0.533,0.341114232,1.242094,0.290322581,0.058823529,-0.052030975,0.1415,0.451348798,0.724643121,-0.907572724
-6.66159462,1.258601571,562.9323083,7.57E-27,0.1185,0.058892814,2.474172,0.273654917,0.143617021,-0.008840648,0.036,0.096262556,0.271687759,1.30350046
-7.66502027,1.359259082,223.1540363,2.18E-187,1.188,0.706528988,26.63382,0.346525097,0.24335472,-0.092175749,0.604,0.179099592,0.198836281,-1.077535046
-6.907875799,0.860447321,185.5117834,5.14E-94,0.12275,0.064397362,0.40794,0.272146119,0.162561576,-0.00932231,0.042,0.063836248,0.681564952,0.200866748
-7.364872943,1.368813736,0.99719241,1.25E-40,0.16925,0.084670829,1.63176,0.317184644,0.14801444,-0.011496577,0.0585,0.152903552,-0.116951997,0.311561169
-6.735855566,1.336017911,379.6520219,8.97E-124,0.3885,0.218785736,0.40794,0.27874885,0.140783745,-0.032480764,0.127,0.136994559,0.764852004,-0.096583225
-7.310533688,1.105424256,23.70121427,1.04E-65,0.0845,0.042929357,1.733505,0.311170213,0.151079137,-0.00587226,0.0295,0.077558005,0.002162672,0.109142452
-7.426315838,1.07272706,347.3412115,5.60E-142,0.32825,0.170325705,15.654925,0.26519337,0.145683453,-0.022935424,0.103,0.205028378,0.81870117,0.134877617
-7.630507099,1.422712766,70.82243479,1.78E-51,0.153,0.075869553,5.600132,0.304259635,0.142857143,-0.009942924,0.051,0.075063778,0.161467071,0.11650191
-8.019061338,1.471353576,121.9423877,3.55E-90,0.214,0.106149339,0.194572,0.286245353,0.144044321,-0.013237128,0.0685,0.153922357,0.352838384,-0.099870018
-7.859667293,1.38088507,52.31721795,1.90E-68,0.16,0.081916404,10.501712,0.336466165,0.142857143,-0.010422375,0.056,0.129393897,0.01547051,-0.328762347
-7.15857156,1.599904929,80.81701455,1.78E-53,0.2825,0.146170006,8.278456,0.301015697,0.146391753,-0.020418879,0.095,0.116246818,0.336382424,0.129257141
-7.469175962,1.857593628,97.75471222,1.37E-41,0.28375,0.145339678,3.711258,0.324038462,0.12962963,-0.019458596,0.094,0.135564408,0.168691753,0.23106845
-7.308649043,0.984245694,24.29320973,5.04E-30,0.087,0.042834739,3.499164,0.290793072,0.154411765,-0.005860829,0.027,0.122119586,0.359337805,2.083330574
-6.254117537,1.909332415,209.2953454,1.58E-72,0.8015,0.389295874,4.38837,0.318097015,0.15339664,-0.062246332,0.2405,0.087997211,0.004610306,-0.158049256
-6.95969697,1.568621212,82.80327095,0.000282929,0.221,0.119726452,1.83784,0.333333333,0.161016949,-0.017202825,0.0945,0.283455307,0.647409345,0.222556526
-8.134808648,1.340490704,92.7558917,1.88E-81,0.18225,0.097038087,14.41893,0.329346826,0.150159744,-0.011928749,0.066,0.190793112,0.267809889,-0.294589458
-6.127438596,1.847656381,96.53772361,3.59E-102,0.57725,0.315672456,0.412362,0.349030471,0.173281704,-0.051517849,0.244,0.15525708,-0.023786931,-0.738076218
-6.862410646,1.524008922,90.69464967,4.98E-89,0.42225,0.232350198,3.505077,0.346958175,0.2100271,-0.033858393,0.186,0.106115878,0.041479003,-0.808804301
-6.981486631,1.295988215,49.77145409,3.90E-22,0.19875,0.104873306,0.412362,0.279857398,0.162790698,-0.01502163,0.071,0.051258805,0.518959332,0.818745019
-7.310874766,1.287354479,114.9650489,1.70E-37,0.1915,0.097775411,0.48169,0.309345794,0.152238806,-0.013373969,0.065,0.137076053,0.17503293,-0.05968006
-7.155525392,1.204121136,418.5906908,5.87E-45,0.13375,0.072382691,7.422516,0.33056325,0.17167382,-0.010115636,0.051,0.14236002,0.276571269,0.035471791
-6.016907778,1.441114717,51.00106153,9.40E-49,0.3275,0.170130236,2.678324,0.352222222,0.163120567,-0.02827536,0.12,0.107718204,-0.14263113,-0.427181596
-7.692945822,1.47761773,134.9176607,8.66E-72,0.37675,0.189390783,15.70569,0.306703398,0.127300613,-0.024618759,0.119,0.112377753,0.205340389,-0.147809562
-8.049982301,1.22300067,47.64995858,2.85E-61,0.12175,0.061869305,6.52704,0.323500492,0.141509434,-0.007685645,0.039,0.118253763,0.102302991,-0.090993796
-7.805749507,1.573387479,120.9261996,3.64E-86,0.2505,0.131378657,9.6338,0.320512821,0.157303371,-0.016831011,0.09,0.140077972,0.186942488,-0.424925108
-6.939340773,1.692087673,194.1242311,9.29E-147,0.799,0.426091207,19.183065,0.315021459,0.163204748,-0.06140226,0.303,0.116773695,0.268011099,-0.322458133
-6.744400527,1.599778252,604.6309978,3.05E-84,0.5335,0.298986563,0.548924,0.259552042,0.136972194,-0.044331081,0.204,0.250780168,0.640620912,-0.395394549
-6.167472015,2.224539636,370.772017,6.05E-190,0.6245,0.389143138,0.48169,0.320895522,0.209401709,-0.063096052,0.34,0.117637708,0.152334909,-1.148003977
-7.056961117,1.461878806,85.02623406,3.98E-75,0.408,0.220657879,21.028128,0.322033898,0.15819209,-0.031268116,0.159,0.144750672,0.035124245,-0.452234394
-7.247720077,1.212279923,326.5007388,1.21E-36,0.302,0.14944611,0.407108,0.277992278,0.15885947,-0.020619741,0.093,0.175140046,0.756783157,0.792378848
-6.562058879,2.152237996,281.4661541,3.91E-80,0.5155,0.273997328,1.556576,0.263551402,0.159242762,-0.04175478,0.191,0.175969046,0.564851641,-0.173043912
-7.163030698,1.296466266,138.1041172,9.44E-157,0.502,0.276011833,14.62677,0.344186047,0.212669683,-0.038532828,0.228,0.071137455,0.198412972,-0.91114216
-7.570052922,0.820114386,0.997182792,9.03E-44,0.095,0.049110876,0.372872,0.336273429,0.152439024,-0.006487521,0.035,0.112344164,-0.095612162,-0.265236115
-7.77661257,0.978297266,111.0209151,8.49E-25,0.18,0.092385323,0.412362,0.31988743,0.155844156,-0.011879893,0.0625,0.156807076,-0.106083128,-0.049109502
-7.100883895,1.174838168,27.52957325,9.53E-38,0.0775,0.039920938,1.460904,0.326779026,0.162790698,-0.005621967,0.027,0.065808598,0.109213662,-0.140397663
-8.505142719,1.157492416,64.10410105,6.28E-50,0.0925,0.046193535,0.486968,0.316297011,0.14556962,-0.005431248,0.028,0.170576017,0.171897262,-0.188692054
-7.809549784,0.792078607,228.4957903,3.13E-152,0.1235,0.071350181,14.202513,0.323809524,0.174311927,-0.009136273,0.043,0.109808035,0.728000173,-0.18607596
-7.017226891,1.305877356,480.1481453,3.62E-141,0.375,0.207353048,27.50706,0.27264239,0.170015456,-0.029549144,0.13,0.142674377,0.760445976,-0.31154055
-7.132955619,1.100650876,23.88454546,6.88E-20,0.08975,0.0482254,0.628585,0.231350331,0.156028369,-0.006760928,0.027,0.056327626,0.927211468,5.266154205
-6.510275456,2.21264665,353.1863425,5.71E-103,0.394,0.211746315,53.691453,0.359056806,0.149717514,-0.032524939,0.149,0.132433323,-0.1645826,-0.665741988
-8.132071165,1.355892819,75.23058498,1.97E-52,0.15775,0.078271882,0.412362,0.300369686,0.158301158,-0.009625086,0.053,0.118766969,0.210500166,0.150813328
-7.010596944,1.392697174,510.1574044,1.26E-122,0.36575,0.192033237,2.529436,0.253104107,0.123028391,-0.027391852,0.116,0.165723188,0.832432911,0.054876862
-7.029152805,1.106254746,388.6913557,4.01E-27,0.0775,0.038731055,4.494259,0.305609284,0.149606299,-0.00551006,0.0245,0.153778187,0.055419794,0.30977728
-7.35266362,1.212408142,64.27179898,6.27E-76,0.33475,0.185415922,0.407108,0.316270567,0.169717138,-0.025217517,0.1315,0.177561989,0.376120914,-0.186204038
-3.133388093,2.328892742,333.1640192,2.24E-85,2.1705,1.036907017,1.593148,0.377067255,0.148664344,-0.330921988,0.682,0.183210528,-0.074547068,-0.164402925
-8.191678161,1.273310245,48.48190045,3.60E-12,0.1095,0.060154541,0.692408,0.370689655,0.187817259,-0.007343372,0.0465,0.198029485,0.073587476,-0.723340301
-7.397407614,1.474695139,233.2148134,5.57E-134,0.427,0.241753153,5.566887,0.335190344,0.1613723,-0.032680794,0.182,0.096585567,0.160783922,-0.710878343
-6.590714286,2.173604824,386.1508944,1.41E-118,0.62475,0.329261656,0.388796,0.302857143,0.17054986,-0.049958418,0.233,0.148940538,0.464735695,-0.256961966
-6.718491749,2.027330576,368.5723579,1.85E-146,0.596,0.328201931,1.491488,0.349834983,0.188476562,-0.048850537,0.272,0.170736645,0.166262471,-0.86558241
-7.060963437,1.145651506,627.8860362,2.83E-19,0.1145,0.056693832,0.43662,0.285191956,0.139784946,-0.008029192,0.0345,0.104319678,0.467285871,0.978925312
-6.163348442,1.39994898,29.45794693,1.83E-43,0.1615,0.081771824,0.422176,0.303116147,0.14453125,-0.013267435,0.049,0.098806989,-0.413500482,2.005571048
-7.334489524,1.264544799,494.6980891,1.62E-75,0.34,0.171538824,1.360786,0.24952381,0.164874552,-0.02338797,0.105,0.139332506,0.811579882,0.590374089
-7.221595547,1.092830045,347.3412115,7.52E-19,0.117,0.05887917,7.422516,0.326530612,0.149484536,-0.008153208,0.042,0.140764079,0.215238946,-0.097807293
-7.373262418,1.129656164,29.52086246,1.85E-32,0.096,0.048079446,5.440192,0.292408622,0.134969325,-0.006520783,0.03,0.117647948,-0.03692971,0.302999271
-7.061480966,1.141357929,408.1259235,1.52E-32,0.083,0.041626795,0.412362,0.297121634,0.134328358,-0.00589491,0.026,0.074733526,0.450870178,1.261335455
-7.269741667,1.569097937,201.5436659,1.28E-44,0.20225,0.101075709,0.722535,0.288888889,0.143695015,-0.013903618,0.063,0.217142572,0.563191608,0.712799417
-7.272532028,1.481066581,72.58311976,4.51E-79,0.177,0.09883348,3.312177,0.34430605,0.175159236,-0.013589968,0.0715,0.115790858,0.249444845,0.183854181
-6.898806055,1.877709863,259.0488018,5.39E-119,0.77125,0.446063592,25.44425,0.295175024,0.162572254,-0.064658085,0.331,0.093105579,0.47040028,-0.624164605
-7.269470919,1.10674618,0.997253326,1.49E-100,0.23,0.13927619,0.206181,0.304878049,0.309278351,-0.019159055,0.098,0.089080366,0.947513461,1.361974081
-7.252609943,1.032918489,346.7294858,1.02E-151,0.354,0.205832514,29.69016,0.305927342,0.191318328,-0.028380475,0.149,0.126619394,0.602234115,-0.647203804
-7.254902778,1.823419079,183.4966511,1.54E-117,0.3415,0.176063591,9.68013,0.314236111,0.168110919,-0.024268222,0.1155,0.121079869,0.060729772,0.238866989
-5.550082772,2.199753767,255.0787022,1.06E-203,2.495,1.55439862,32.526585,0.394610202,0.228783069,-0.280067646,1.431,0.084395726,0.077955216,-1.246212381
-7.047388996,0.83236858,259.1275705,1.74E-41,0.1015,0.052096697,0.388796,0.295366795,0.127906977,-0.00739234,0.031,0.124161603,0.378500136,0.90815111
-6.920833645,1.192127014,26.58800805,3.82E-14,0.082,0.041665024,0.41794,0.321495327,0.153284672,-0.006020232,0.028,0.101804011,0.088645463,-0.068732831
-6.306588517,1.701682654,170.0524681,7.40E-195,1.52425,0.915841265,1.347255,0.309090909,0.198211091,-0.145219759,0.667,0.108446423,0.579049924,-0.842463186
-6.433621436,2.10461705,3265.007388,2.71E-75,1.302,0.684525007,0.387408,0.304818092,0.199655766,-0.106398086,0.49,0.313703812,0.711121724,-0.118231012
-7.129311918,1.681925026,302.3154989,2.77E-180,0.73,0.412857209,31.55447,0.282122905,0.208429119,-0.057909825,0.328,0.145607475,0.545916927,-0.67831233
-6.851351961,1.651787012,794.6692707,4.92E-64,0.3575,0.180981065,11.418259,0.292156863,0.151006711,-0.02641538,0.1195,0.13119215,0.342577203,0.059708797
-7.834621167,1.019640496,166.2509563,3.10E-81,0.1105,0.056744032,0.240845,0.269040554,0.163841808,-0.007242728,0.036,0.20476133,0.494594155,1.86625596
-7.079497674,1.140137822,25.42840645,3.53E-35,0.069,0.03573253,2.40845,0.295813953,0.144067797,-0.005047326,0.022,0.089998875,-0.025718093,1.03259554
-7.143218005,1.755485535,907.288997,5.50E-181,0.63525,0.374060158,0.53229,0.298323036,0.265510949,-0.052365777,0.284,0.215371974,0.428931993,-0.777691993
-7.635566667,1.457715385,90.11066625,2.93E-09,0.2095,0.106207977,0.246182,0.322222222,0.201780415,-0.013909639,0.0665,0.285003353,0.615771439,0.943279158
-7.264898961,1.107036936,0.997801903,9.58E-42,0.12725,0.06780694,3.46749,0.346553352,0.14479638,-0.009333501,0.047,0.112680949,0.324730385,-0.345285734
-6.496632438,2.093653008,438.3022635,9.96E-98,0.36525,0.192195753,42.266224,0.334932821,0.146456693,-0.029583904,0.1245,0.19067429,-0.036402055,-0.313845081
-7.664083565,1.376528875,247.3490445,1.66E-132,0.3705,0.195635565,0.240845,0.322191272,0.147239264,-0.025526283,0.144,0.117378415,0.164100984,-0.486082246
-7.463163889,2.055388126,465.6081667,3.41E-57,0.3745,0.200015004,16.59156,0.288888889,0.159159159,-0.026800296,0.1375,0.162183705,0.503036014,-0.029839536
-7.363634169,1.079518075,105.322819,1.34E-60,1.0355,0.530810025,7.422516,0.232126277,0.158134243,-0.072085334,0.324,0.099535548,0.978740039,0.686956376
-6.341184902,1.047874135,251.3397949,1.35E-131,0.2775,0.142434628,9.61989,0.259541985,0.123913043,-0.022461832,0.078,0.143241941,0.923756506,0.19724096
-6.781829851,1.893461816,189.897697,1.04E-193,2.25975,1.444056767,9.52965,0.409950249,0.257981822,-0.212930256,1.384,0.091436355,0.00836587,-1.333928378
-7.301367089,1.052574492,0.980718307,2.14E-33,0.1675,0.083352355,3.298896,0.298928919,0.182879377,-0.011415993,0.057,0.103314887,0.393947191,0.688772208
-7.488787037,1.120716722,362.7785987,1.44E-32,0.10475,0.0543482,3.37183,0.308333333,0.173410405,-0.007257277,0.036,0.086801529,0.199465845,0.467575382
-7.513642193,1.026097868,39.52793448,5.44E-26,0.113,0.058747896,5.78028,0.300185874,0.18579235,-0.007818831,0.04,0.06103571,0.512451069,1.008585916
-7.116902868,1.425854194,73.53620243,3.86E-37,0.1695,0.088068475,9.6338,0.340425532,0.153571429,-0.012374551,0.061,0.117202043,-0.04799752,-0.311767791
-7.021067542,1.065566836,0.997253326,4.40E-95,0.082,0.044735885,0.240845,0.324577861,0.173611111,-0.006371664,0.032,0.091124556,-0.042309312,-0.040223646
-6.814275862,1.717728471,115.1014332,9.39E-189,0.39625,0.236453892,9.595879,0.361206897,0.239554318,-0.034699783,0.203,0.08752866,0.063193957,-0.953650498
-7.177822656,1.055662398,23.22195866,1.29E-53,0.0775,0.040733059,0.722535,0.30176416,0.141791045,-0.005674849,0.026,0.094085763,-0.396058382,0.925065861
-6.341366507,1.960278447,77.71464054,5.50E-52,0.33325,0.164625365,5.29859,0.298564593,0.161172161,-0.02596055,0.112,0.081899585,-0.043839937,-0.133041248
-7.56625124,1.493257989,291.6286062,2.54E-181,0.50125,0.280930231,10.635642,0.346280992,0.158296943,-0.037129382,0.2265,0.12482991,0.056314552,-0.890739084
-7.234196629,1.056048209,395.5692089,1.35E-121,0.1755,0.095382724,0.41794,0.308988764,0.131410256,-0.013184978,0.057,0.122156362,0.761178296,-0.245071101
-5.639569913,2.115426994,121.8286339,1.81E-71,0.5885,0.289334528,2.518152,0.318225651,0.128231644,-0.05130436,0.184,0.154882574,0.119677972,0.088613166
-6.509920863,1.706584503,194.3456779,1.74E-42,0.466,0.224580306,3.693562,0.293165468,0.147586207,-0.034498162,0.14,0.16694725,0.275122673,0.721299332
-6.975273063,1.166715988,0.997253326,1.81E-25,0.1215,0.062745894,0.65493,0.282287823,0.135,-0.008995475,0.0385,0.06185395,0.358972355,1.526583457
-6.618890057,1.431785671,514.8416712,4.05E-45,0.22225,0.10619369,0.43662,0.282026769,0.165165165,-0.016044033,0.068,0.153737433,0.689871967,0.482923895
-7.566598174,1.184631068,388.0068056,1.75E-29,0.07275,0.039690736,4.535982,0.320547945,0.170731707,-0.005245519,0.027,0.078565675,0.435189977,0.99428873
-6.965158309,1.087409922,21.53698805,6.09E-16,0.069,0.03501436,1.685915,0.31366765,0.159292035,-0.005027073,0.023,0.071473349,-0.259216738,0.642235591
-7.571742297,1.344269841,70.67115558,3.02E-56,0.1705,0.089962669,11.339955,0.332399627,0.163333333,-0.01188137,0.064,0.134076832,0.005186588,-0.460780736
-7.56422616,1.075217805,26.4782604,3.33E-79,0.081,0.044174714,0.525755,0.326582278,0.176470588,-0.005839952,0.031,0.132843229,-0.085856735,0.895953777
-8.037825252,1.276900221,958.6050491,1.50E-42,0.149,0.08107533,7.64085,0.358645929,0.149812734,-0.010086725,0.061,0.177537181,0.174620474,-0.607891637
